GeneSymbol,T.8Nve #1,T.8Nve#2
SETP22,0,0
SETP3,0,0
SETP4,0,0
SETP5,1,3
SETP6,0,0
SETP7,0,0
SETP8,0,0
SETP9,0,0
SETSIP,0,0
SETX,691,623
SEZ6,10,23
SEZ6L,0,0
SEZ6L2,0,0
SF1,593,817
SF3A1,239,313
SF3A2,23,23
SF3A3,639,614
SF3A3P1,0,4
SF3A3P2,2,7
SF3B1,1866,2629
SF3B2,425,633
SF3B3,656,813
SF3B4,80,123
SF3B5,248,249
SF3B6,203,205
SFI1,897,1087
SFMBT1,58,145
SFMBT2,65,139
SFN,0,1
SFPQ,291,436
SFPQP1,0,0
SFR1,57,55
SFR1P1,0,0
SFR1P2,0,2
SFRP1,0,2
SFRP2,0,0
SFRP4,1,0
SFRP5,15,29
SFSWAP,159,286
SFT2D1,192,176
SFT2D2,282,251
SFT2D3,0,0
SFTA1P,0,1
SFTA2,1,0
SFTA3,0,0
SFTPA1,1,3
SFTPA2,0,5
SFTPA3P,0,0
SFTPB,0,4
SFTPC,4,1
SFTPD,1,0
SFTPD-AS1,0,0
SFXN1,468,532
SFXN2,63,90
SFXN3,86,171
SFXN4,108,148
SFXN4P1,0,0
SFXN5,44,74
SGCA,1,0
SGCB,26,42
SGCD,1,1
SGCE,25,20
SGCEP1,0,0
SGCG,0,0
SGCZ,1,1
SGF29,212,306
SGIP1,0,0
SGK1,25,28
SGK2,5,1
SGK3,12,17
SGMS1,110,134
SGMS1-AS1,40,29
SGMS2,0,0
SGO1,6,6
SGO1-AS1,9,5
SGO1P1,0,0
SGO1P2,0,0
SGO2,21,3
SGPL1,340,385
SGPP1,21,29
SGPP2,2,12
SGSH,472,568
SGSM1,5,0
SGSM2,380,559
SGSM3,31,68
SGTA,158,220
SGTB,109,161
SH2B1,62,80
SH2B2,6,1
SH2B3,68,91
SH2D1A,317,309
SH2D1B,0,0
SH2D2A,102,58
SH2D3A,83,90
SH2D3C,468,451
SH2D4A,1,0
SH2D4B,0,3
SH2D5,0,3
SH2D6,0,0
SH2D7,0,1
SH3BGR,0,1
SH3BGRL,666,631
SH3BGRL2,9,99
SH3BGRL3,1816,2338
SH3BP1,16,13
SH3BP2,163,182
SH3BP4,2,0
SH3BP5,8,23
SH3BP5-AS1,174,176
SH3BP5L,11,9
SH3D19,7,4
SH3D21,3,4
SH3GL1,34,39
SH3GL1P1,6,7
SH3GL1P2,0,0
SH3GL1P3,0,0
SH3GL2,0,0
SH3GL3,0,0
SH3GLB1,198,157
SH3GLB2,26,43
SH3KBP1,504,540
SH3PXD2A,33,47
SH3PXD2A-AS1,0,0
SH3PXD2B,2,4
SH3RF1,0,0
SH3RF2,0,2
SH3RF3,34,58
SH3RF3-AS1,0,0
SH3TC1,32,7
SH3TC2,2,1
SH3TC2-DT,0,0
SH3YL1,258,364
SHANK1,9,8
SHANK2,2,14
SHANK2-AS1,0,0
SHANK2-AS2,0,0
SHANK2-AS3,0,0
SHANK3,8,1
SHARPIN,54,136
SHB,0,0
SHBG,2,0
SHC1,220,298
SHC1P1,0,0
SHC1P2,2,1
SHC2,12,7
SHC3,0,1
SHC4,0,2
SHCBP1,2,12
SHCBP1L,0,0
SHD,0,1
SHE,1,0
SHF,3,11
SHFL,220,260
SHH,6,2
SHISA2,3,2
SHISA3,0,0
SHISA4,0,0
SHISA5,1258,1306
SHISA6,4,2
SHISA7,6,12
SHISA8,1,0
SHISA9,4,1
SHISAL1,0,0
SHISAL2A,97,87
SHISAL2B,0,0
SHKBP1,508,516
SHLD1,76,49
SHLD2,96,69
SHLD2P1,2,1
SHLD2P2,0,2
SHLD2P3,0,0
SHLD3,15,15
SHMT1,118,80
SHMT1P1,20,53
SHMT2,232,341
SHOC1,8,12
SHOC2,236,214
SHOX,0,0
SHOX2,0,0
SHPK,8,12
SHPRH,256,221
SHQ1,207,205
SHQ1P1,0,1
SHROOM1,0,3
SHROOM2,1,5
SHROOM2P1,0,0
SHROOM3,1,1
SHROOM4,2,0
SHTN1,0,0
SI,0,0
SIAE,73,53
SIAH1,6,24
SIAH1P1,0,0
SIAH2,17,25
SIAH2-AS1,0,3
SIAH3,11,1
SIDT1,271,352
SIDT1-AS1,82,117
SIDT2,97,164
SIGIRR,608,620
SIGLEC1,2,0
SIGLEC10,0,0
SIGLEC11,1,1
SIGLEC12,0,3
SIGLEC14,0,0
SIGLEC15,11,3
SIGLEC16,0,0
SIGLEC17P,20,50
SIGLEC18P,0,0
SIGLEC20P,0,0
SIGLEC21P,0,0
SIGLEC22P,0,0
SIGLEC27P,0,0
SIGLEC29P,0,0
SIGLEC30P,0,0
SIGLEC31P,0,0
SIGLEC5,0,0
SIGLEC6,0,0
SIGLEC7,0,1
SIGLEC8,1,4
SIGLEC9,7,0
SIGLECL1,0,0
SIGMAR1,244,265
SIK1,0,1
SIK1B,0,1
SIK2,31,51
SIK3,48,127
SIKE1,102,135
SIL1,81,112
SILC1,5,0
SIM1,2,8
SIM2,12,5
SIMC1,36,45
SIN3A,304,385
SIN3B,225,176
SINHCAF,249,318
SINHCAFP1,0,5
SINHCAFP2,1,0
SINHCAFP3,0,0
SIPA1,78,187
SIPA1L1,78,98
SIPA1L2,3,5
SIPA1L3,33,16
SIRLNT,0,1
SIRPA,1,0
SIRPAP1,0,0
SIRPB1,53,125
SIRPB2,6,0
SIRPB3P,20,11
SIRPD,0,0
SIRPG,768,876
SIRPG-AS1,70,200
SIRT1,35,34
SIRT2,119,175
SIRT3,107,138
SIRT4,20,13
SIRT5,143,116
SIRT6,42,64
SIRT7,68,61
SIT1,296,381
SIVA1,358,512
SIX1,2,0
SIX2,0,0
SIX3,0,0
SIX3-AS1,0,1
SIX4,2,0
SIX5,1,0
SIX6,0,0
SKA1,9,5
SKA2,141,99
SKA2P1,0,2
SKA3,0,11
SKAP1,813,960
SKAP1-AS1,11,16
SKAP2,25,30
SKI,10,22
SKIDA1,0,3
SKIL,47,64
SKINT1L,1,0
SKIV2L,295,464
SKOR1,0,1
SKOR2,0,0
SKP1,2165,2468
SKP1P1,0,0
SKP1P3,0,0
SKP2,69,112
SLA,560,631
SLA2,265,430
SLAIN1,22,47
SLAIN2,81,38
SLAMF1,13,20
SLAMF6,281,406
SLAMF6P1,0,0
SLAMF7,30,43
SLAMF8,4,0
SLAMF9,0,0
SLBP,44,74
SLC10A1,4,24
SLC10A2,0,0
SLC10A3,35,52
SLC10A4,1,0
SLC10A5,0,2
SLC10A5P1,0,0
SLC10A6,0,0
SLC10A7,56,58
SLC11A1,1,10
SLC11A2,221,246
SLC12A1,0,1
SLC12A2,76,95
SLC12A3,0,1
SLC12A4,49,30
SLC12A5,3,0
SLC12A5-AS1,0,0
SLC12A6,316,363
SLC12A7,209,393
SLC12A8,1,6
SLC12A9,51,84
SLC12A9-AS1,5,5
SLC13A1,1,1
SLC13A2,2,0
SLC13A3,0,0
SLC13A4,21,48
SLC13A5,5,10
SLC14A1,11,40
SLC14A2,0,1
SLC14A2-AS1,0,0
SLC15A1,0,1
SLC15A2,29,41
SLC15A3,14,8
SLC15A4,19,41
SLC15A5,0,0
SLC16A1,64,80
SLC16A1-AS1,80,56
SLC16A10,135,114
SLC16A11,3,1
SLC16A12,1,3
SLC16A12-AS1,0,0
SLC16A13,19,37
SLC16A14,1,21
SLC16A14P1,0,0
SLC16A1P1,0,0
SLC16A2,0,1
SLC16A3,32,27
SLC16A4,44,71
SLC16A5,15,21
SLC16A6,19,3
SLC16A6P1,0,0
SLC16A7,155,172
SLC16A8,1,1
SLC16A9,0,0
SLC17A1,0,2
SLC17A2,1,0
SLC17A3,0,9
SLC17A4,0,0
SLC17A5,54,46
SLC17A6,0,0
SLC17A7,0,3
SLC17A8,0,1
SLC17A9,257,355
SLC18A1,0,0
SLC18A2,0,96
SLC18A3,0,0
SLC18B1,109,65
SLC19A1,87,78
SLC19A2,31,28
SLC19A3,0,9
SLC1A1,0,2
SLC1A2,2,3
SLC1A3,0,1
SLC1A4,31,30
SLC1A5,7,13
SLC1A6,0,0
SLC1A7,0,0
SLC20A1,331,493
SLC20A1P1,0,0
SLC20A1P2,0,1
SLC20A1P3,1,0
SLC20A2,151,123
SLC22A1,1,1
SLC22A10,0,0
SLC22A11,2,0
SLC22A12,2,12
SLC22A13,0,0
SLC22A14,0,2
SLC22A15,0,0
SLC22A16,0,2
SLC22A17,20,26
SLC22A18,44,36
SLC22A18AS,0,0
SLC22A2,0,4
SLC22A20P,2,4
SLC22A23,29,29
SLC22A24,0,0
SLC22A25,0,0
SLC22A3,0,0
SLC22A31,0,0
SLC22A4,3,14
SLC22A5,75,88
SLC22A6,1,0
SLC22A7,0,5
SLC22A8,1,0
SLC22A9,2,0
SLC23A1,3,2
SLC23A2,92,189
SLC23A3,4,4
SLC24A1,75,158
SLC24A2,0,2
SLC24A3,0,1
SLC24A4,0,1
SLC24A5,0,0
SLC25A1,28,55
SLC25A10,5,4
SLC25A11,169,214
SLC25A12,203,165
SLC25A13,33,56
SLC25A14,22,44
SLC25A14P1,1,5
SLC25A15,13,44
SLC25A15P1,0,0
SLC25A15P2,0,0
SLC25A15P3,0,0
SLC25A15P4,0,0
SLC25A15P5,0,4
SLC25A16,54,76
SLC25A17,54,62
SLC25A18,9,0
SLC25A18P1,0,0
SLC25A19,53,44
SLC25A1P1,0,0
SLC25A1P2,0,0
SLC25A1P3,0,0
SLC25A1P4,0,3
SLC25A1P5,0,0
SLC25A2,0,0
SLC25A20,84,82
SLC25A20P1,1,0
SLC25A21,0,2
SLC25A21-AS1,0,0
SLC25A22,10,46
SLC25A23,25,28
SLC25A24,37,31
SLC25A24P1,0,4
SLC25A24P2,0,0
SLC25A25,93,142
SLC25A25-AS1,36,66
SLC25A26,73,213
SLC25A27,0,0
SLC25A28,106,120
SLC25A29,20,16
SLC25A3,1724,1951
SLC25A30,35,29
SLC25A30-AS1,0,2
SLC25A31,0,0
SLC25A32,26,45
SLC25A33,6,8
SLC25A34,2,41
SLC25A34-AS1,0,0
SLC25A35,44,54
SLC25A36,148,149
SLC25A36P1,0,0
SLC25A37,304,358
SLC25A38,427,472
SLC25A38P1,1,0
SLC25A39,630,616
SLC25A39P1,0,0
SLC25A39P2,0,0
SLC25A3P1,2,0
SLC25A3P2,0,0
SLC25A4,193,163
SLC25A40,51,86
SLC25A41,2,0
SLC25A42,92,76
SLC25A43,17,13
SLC25A44,108,182
SLC25A45,649,727
SLC25A46,213,205
SLC25A47,0,0
SLC25A47P1,1,0
SLC25A48,2,0
SLC25A48-AS1,0,0
SLC25A5,1037,1064
SLC25A5-AS1,31,11
SLC25A51,21,35
SLC25A51P1,0,0
SLC25A51P2,0,0
SLC25A51P3,0,0
SLC25A51P4,0,0
SLC25A52,1,0
SLC25A53,67,132
SLC25A5P1,1,3
SLC25A5P2,0,0
SLC25A5P3,0,0
SLC25A5P4,0,0
SLC25A5P5,0,1
SLC25A5P6,0,0
SLC25A5P7,0,0
SLC25A5P8,1,0
SLC25A5P9,0,0
SLC25A6,0,0
SLC25A6P1,0,0
SLC25A6P2,0,0
SLC25A6P3,4,9
SLC25A6P4,0,0
SLC25A6P5,0,1
SLC25A6P6,0,0
SLC26A1,19,8
SLC26A10,0,0
SLC26A11,206,160
SLC26A2,85,59
SLC26A3,5,1
SLC26A4,0,0
SLC26A4-AS1,0,0
SLC26A5,1,1
SLC26A6,100,136
SLC26A7,0,0
SLC26A8,0,0
SLC26A9,0,0
SLC27A1,119,93
SLC27A2,0,0
SLC27A3,17,11
SLC27A4,32,73
SLC27A5,83,75
SLC27A6,0,3
SLC28A1,0,1
SLC28A2,3,0
SLC28A3,2,2
SLC29A1,7,0
SLC29A2,63,95
SLC29A3,57,56
SLC29A4,4,0
SLC29A4P1,0,0
SLC29A4P2,0,0
SLC2A1,180,128
SLC2A1-AS1,16,7
SLC2A10,1,1
SLC2A11,46,121
SLC2A12,0,5
SLC2A13,6,15
SLC2A13P1,0,0
SLC2A14,0,1
SLC2A2,3,0
SLC2A3,253,339
SLC2A3P1,0,0
SLC2A3P2,1,1
SLC2A3P4,1,0
SLC2A4,5,0
SLC2A4RG,14,18
SLC2A5,0,2
SLC2A6,66,73
SLC2A7,0,6
SLC2A8,0,0
SLC2A9,12,13
SLC2AXP1,1,0
SLC30A1,2,7
SLC30A10,0,2
SLC30A2,1,2
SLC30A3,1,1
SLC30A4,156,102
SLC30A5,26,38
SLC30A6,85,92
SLC30A6P1,0,0
SLC30A7,494,555
SLC30A8,0,1
SLC30A9,174,254
SLC31A1,22,40
SLC31A1P1,0,0
SLC31A2,1,2
SLC32A1,0,0
SLC33A1,41,69
SLC34A1,3,0
SLC34A2,0,0
SLC34A3,0,0
SLC35A1,34,39
SLC35A2,40,54
SLC35A3,69,68
SLC35A4,574,795
SLC35A5,75,103
SLC35B1,167,181
SLC35B2,104,149
SLC35B3,118,126
SLC35B4,115,56
SLC35C1,88,101
SLC35C2,426,618
SLC35D1,126,207
SLC35D2,18,28
SLC35D3,0,0
SLC35E1,58,57
SLC35E1P1,1,11
SLC35E2A,129,52
SLC35E2B,272,441
SLC35E3,109,139
SLC35E4,0,2
SLC35F1,0,0
SLC35F2,49,56
SLC35F3,3,0
SLC35F4,6,0
SLC35F5,121,165
SLC35F6,222,241
SLC35G1,23,42
SLC35G2,9,13
SLC35G3,5,13
SLC35G4,1,0
SLC35G5,0,1
SLC35G6,8,7
SLC36A1,36,62
SLC36A2,1,1
SLC36A3,0,8
SLC36A4,12,16
SLC37A1,93,95
SLC37A2,0,3
SLC37A3,45,97
SLC37A4,210,173
SLC38A1,2132,2656
SLC38A10,195,308
SLC38A11,0,3
SLC38A2,369,345
SLC38A3,5,3
SLC38A4,5,7
SLC38A5,10,97
SLC38A6,68,94
SLC38A7,80,73
SLC38A8,1,0
SLC38A9,90,113
SLC39A1,6,3
SLC39A10,119,200
SLC39A11,95,100
SLC39A12,0,1
SLC39A12-AS1,0,13
SLC39A13,155,162
SLC39A14,79,37
SLC39A2,0,8
SLC39A3,34,125
SLC39A4,19,41
SLC39A5,1,0
SLC39A6,147,129
SLC39A7,48,83
SLC39A8,26,40
SLC39A9,137,234
SLC3A1,47,21
SLC3A2,347,641
SLC40A1,129,223
SLC41A1,184,238
SLC41A2,0,3
SLC41A3,102,206
SLC43A1,147,122
SLC43A2,4,1
SLC43A3,34,40
SLC44A1,85,39
SLC44A2,1454,2028
SLC44A3,1,0
SLC44A3-AS1,0,1
SLC44A4,0,0
SLC44A5,6,0
SLC45A1,1,8
SLC45A2,0,0
SLC45A3,1,0
SLC45A4,31,22
SLC46A1,12,32
SLC46A2,0,4
SLC46A3,302,262
SLC47A1,0,4
SLC47A1P1,1,0
SLC47A1P2,0,2
SLC47A2,0,2
SLC48A1,165,212
SLC49A3,1,0
SLC49A4,6,9
SLC4A1,6,6
SLC4A10,2,1
SLC4A11,0,3
SLC4A1AP,197,184
SLC4A1APP1,0,1
SLC4A1APP2,0,0
SLC4A2,43,73
SLC4A3,3,1
SLC4A4,0,2
SLC4A5,19,18
SLC4A7,100,110
SLC4A8,8,25
SLC4A9,10,3
SLC50A1,117,203
SLC51A,9,8
SLC51B,0,0
SLC52A1,0,0
SLC52A2,34,47
SLC52A3,0,9
SLC5A1,1,0
SLC5A10,10,7
SLC5A11,1,8
SLC5A12,0,1
SLC5A2,2,10
SLC5A3,180,220
SLC5A4,0,0
SLC5A4-AS1,1,9
SLC5A4P1,2,0
SLC5A5,31,18
SLC5A6,238,265
SLC5A7,2,0
SLC5A8,0,1
SLC5A9,0,1
SLC66A1,11,26
SLC66A1L,3,0
SLC66A2,29,37
SLC66A3,183,134
SLC6A1,2,4
SLC6A1-AS1,0,0
SLC6A10P,0,0
SLC6A11,1,2
SLC6A12,2,3
SLC6A13,0,1
SLC6A14,0,0
SLC6A14P1,0,0
SLC6A14P2,0,0
SLC6A14P3,0,3
SLC6A15,0,0
SLC6A16,37,49
SLC6A17,0,0
SLC6A18,1,1
SLC6A19,3,5
SLC6A2,0,0
SLC6A20,0,1
SLC6A21P,0,0
SLC6A3,0,1
SLC6A4,1,5
SLC6A5,2,0
SLC6A6,59,81
SLC6A6P1,0,0
SLC6A7,0,0
SLC6A8,14,1
SLC6A9,0,3
SLC7A1,56,63
SLC7A10,0,0
SLC7A11,0,1
SLC7A11-AS1,0,0
SLC7A13,0,4
SLC7A14,0,0
SLC7A14-AS1,1,1
SLC7A15P,2,0
SLC7A2,1,4
SLC7A3,8,0
SLC7A4,0,3
SLC7A5,11,11
SLC7A5P1,0,0
SLC7A5P2,0,0
SLC7A6,405,563
SLC7A6OS,88,104
SLC7A7,14,3
SLC7A8,151,481
SLC7A9,3,0
SLC8A1,6,2
SLC8A1-AS1,4,3
SLC8A2,0,2
SLC8A3,0,0
SLC8B1,576,617
SLC9A1,31,44
SLC9A2,0,0
SLC9A3,10,14
SLC9A3-AS1,99,57
SLC9A3P1,0,0
SLC9A3P2,0,0
SLC9A3P3,2,0
SLC9A3R1,262,523
SLC9A3R2,2,4
SLC9A4,5,1
SLC9A5,16,6
SLC9A6,82,130
SLC9A7,7,4
SLC9A7P1,0,1
SLC9A8,169,103
SLC9A9,96,140
SLC9A9-AS1,2,0
SLC9A9-AS2,1,2
SLC9B1,26,29
SLC9B1P1,0,0
SLC9B1P2,0,0
SLC9B1P3,0,0
SLC9B1P4,0,0
SLC9B2,57,89
SLC9C1,0,3
SLC9C2,0,0
SLCO1A2,2,0
SLCO1B1,0,0
SLCO1B3,3,0
SLCO1B3-SLCO1B7,0,0
SLCO1B7,0,2
SLCO1C1,0,0
SLCO2A1,6,0
SLCO2B1,1,1
SLCO3A1,33,18
SLCO4A1,1,0
SLCO4A1-AS1,0,0
SLCO4C1,1,10
SLCO5A1,0,0
SLCO6A1,1,1
SLF1,33,47
SLF2,133,213
SLFN11,18,51
SLFN12,14,10
SLFN12L,32,64
SLFN13,79,147
SLFN14,11,8
SLFN5,2068,2066
SLFNL1,4,60
SLFNL1-AS1,18,21
SLIRP,82,85
SLIT1,7,9
SLIT1-AS1,0,3
SLIT2,1,3
SLIT2-IT1,0,0
SLIT3,0,0
SLITRK1,0,0
SLITRK2,0,0
SLITRK3,0,0
SLITRK4,0,1
SLITRK5,3,0
SLITRK6,0,0
SLK,147,120
SLMAP,106,234
SLN,0,0
SLPI,0,0
SLTM,312,428
SLU7,309,332
SLURP1,0,0
SLURP2,0,0
SLX1A,0,0
SLX1A-SULT1A3,2,0
SLX1B,0,0
SLX1B-SULT1A4,0,0
SLX4,26,53
SLX4IP,69,73
SMAD1,0,2
SMAD1-AS1,0,0
SMAD1-AS2,1,1
SMAD2,354,517
SMAD3,13,61
SMAD4,191,208
SMAD5,58,36
SMAD5-AS1,0,3
SMAD6,3,0
SMAD7,19,36
SMAD9,29,27
SMAD9-IT1,0,0
SMAGP,97,180
SMAP1,64,85
SMAP2,428,695
SMARCA1,25,3
SMARCA2,521,705
SMARCA4,175,268
SMARCA5,290,444
SMARCA5-AS1,1,0
SMARCAD1,90,117
SMARCAL1,114,113
SMARCB1,249,282
SMARCC1,183,346
SMARCC2,293,440
SMARCD1,38,91
SMARCD2,129,96
SMARCD3,45,26
SMARCE1,131,149
SMARCE1P1,5,2
SMARCE1P2,0,0
SMARCE1P3,0,0
SMARCE1P4,0,0
SMARCE1P5,2,1
SMARCE1P6,0,3
SMARCE1P7,0,0
SMBD1P,0,0
SMC1A,405,477
SMC1B,6,9
SMC2,27,99
SMC2-AS1,0,2
SMC3,302,369
SMC3P1,3,10
SMC4,29,37
SMC4P1,0,1
SMC5,147,93
SMC5-AS1,15,16
SMC6,59,72
SMCHD1,289,369
SMCO1,1,0
SMCO2,0,0
SMCO3,0,0
SMCO4,1,0
SMCO4P1,0,0
SMCP,0,0
SMCR2,0,0
SMCR5,59,43
SMCR8,110,122
SMDT1,143,328
SMG1,433,464
SMG1P1,16,18
SMG1P2,20,20
SMG1P3,25,20
SMG1P4,2,0
SMG1P5,24,20
SMG1P6,4,5
SMG1P7,14,29
SMG5,172,159
SMG6,194,204
SMG6-IT1,4,1
SMG7,122,301
SMG7-AS1,3,2
SMG8,26,53
SMG9,111,113
SMILR,0,0
SMIM1,7,4
SMIM10,0,0
SMIM10L1,149,172
SMIM10L2A,2,2
SMIM10L2B,0,0
SMIM10L2B-AS1,0,0
SMIM11A,0,0
SMIM11B,0,0
SMIM11P1,0,0
SMIM12,192,230
SMIM12P1,0,0
SMIM13,9,15
SMIM14,59,57
SMIM15,197,133
SMIM15-AS1,0,0
SMIM17,0,0
SMIM18,30,17
SMIM19,96,78
SMIM2,0,0
SMIM2-AS1,0,0
SMIM2-IT1,0,0
SMIM20,115,224
SMIM21,7,4
SMIM22,0,0
SMIM23,0,0
SMIM24,1,6
SMIM25,0,4
SMIM26,117,121
SMIM27,82,52
SMIM28,0,0
SMIM29,104,97
SMIM3,32,98
SMIM30,51,27
SMIM31,1,1
SMIM32,0,0
SMIM33,0,7
SMIM34A,0,0
SMIM34B,0,0
SMIM35,28,13
SMIM36,0,0
SMIM38,0,0
SMIM39,0,0
SMIM4,38,40
SMIM40,2,0
SMIM41,0,0
SMIM5,14,19
SMIM6,0,0
SMIM7,320,316
SMIM7P1,0,0
SMIM8,85,74
SMIM9,0,0
SMKR1,1,0
SMLR1,2,0
SMN1,9,16
SMN2,5,15
SMNDC1,91,122
SMO,1,0
SMOC1,0,0
SMOC2,0,0
SMOX,0,0
SMPD1,106,228
SMPD2,13,11
SMPD3,36,22
SMPD4,274,353
SMPD4BP,133,163
SMPD4P1,2,0
SMPD4P2,5,0
SMPD5,0,0
SMPDL3A,1,2
SMPDL3B,12,1
SMPX,0,0
SMR3A,0,0
SMR3B,0,0
SMS,103,100
SMTN,14,10
SMTNL1,17,36
SMTNL2,0,0
SMU1,514,451
SMU1P1,0,0
SMUG1,40,63
SMUG1P1,0,0
SMURF1,56,63
SMURF2,78,100
SMURF2P1,0,0
SMYD1,0,0
SMYD2,100,193
SMYD3,99,154
SMYD3-IT1,1,3
SMYD4,139,191
SMYD5,131,152
SNAI1,0,3
SNAI1P1,0,0
SNAI2,0,0
SNAI3,53,105
SNAI3-AS1,15,40
SNAP23,256,218
SNAP23P1,0,0
SNAP25,0,0
SNAP25-AS1,3,0
SNAP29,67,156
SNAP47,137,187
SNAP47-AS1,0,2
SNAP91,0,5
SNAPC1,23,23
SNAPC2,27,58
SNAPC3,139,183
SNAPC4,6,12
SNAPC5,157,132
SNAPC5P1,0,0
SNAPIN,158,214
SNCA,0,1
SNCA-AS1,1,0
SNCAIP,0,0
SNCB,0,0
SNCG,3,2
SND1,621,745
SND1-IT1,38,46
SNED1,161,182
SNF8,46,25
SNF8P1,0,0
SNHG1,967,1332
SNHG10,89,123
SNHG11,126,119
SNHG12,276,170
SNHG14,692,1185
SNHG15,317,358
SNHG16,185,230
SNHG17,311,292
SNHG18,0,0
SNHG19,61,87
SNHG20,123,119
SNHG21,14,25
SNHG22,74,41
SNHG25,16,20
SNHG26,73,74
SNHG27,1,1
SNHG28,0,0
SNHG29,1800,1850
SNHG3,534,650
SNHG30,61,123
SNHG31,1,0
SNHG32,545,591
SNHG4,21,59
SNHG5,493,1156
SNHG6,362,406
SNHG7,51,23
SNHG8,444,482
SNHG9,26,34
SNIP1,123,106
SNN,67,218
SNORA1,0,0
SNORA10,0,0
SNORA108,0,0
SNORA10B,0,0
SNORA11,0,2
SNORA11B,0,0
SNORA11C,0,0
SNORA11D,0,0
SNORA11E,0,0
SNORA11F,0,0
SNORA11G,0,0
SNORA12,0,6
SNORA13,1,0
SNORA14A,0,0
SNORA14B,2,0
SNORA15,0,0
SNORA15B-1,0,0
SNORA15B-2,0,0
SNORA16A,0,0
SNORA16B,2,0
SNORA17A,0,0
SNORA17B,0,0
SNORA18,0,0
SNORA19,0,1
SNORA1B,0,0
SNORA20,1,0
SNORA20B,0,0
SNORA21,0,0
SNORA21B,0,0
SNORA22,0,1
SNORA22B,0,0
SNORA22C,0,0
SNORA23,0,0
SNORA24,0,0
SNORA24B,2,7
SNORA25,0,0
SNORA25B,0,0
SNORA26,2,0
SNORA27,0,0
SNORA28,0,2
SNORA29,0,0
SNORA2A,0,0
SNORA2B,0,2
SNORA2C,0,0
SNORA30,0,4
SNORA30B,0,0
SNORA31,0,0
SNORA32,0,0
SNORA33,11,13
SNORA35,0,0
SNORA35B,0,0
SNORA36A,0,0
SNORA36B,0,0
SNORA36C,0,1
SNORA37,0,2
SNORA38,0,0
SNORA38B,0,0
SNORA3A,0,0
SNORA3B,4,5
SNORA3C,1,0
SNORA4,0,0
SNORA40,0,0
SNORA40B,2,0
SNORA40C,0,0
SNORA41,0,0
SNORA41B,0,0
SNORA44,0,0
SNORA46,0,0
SNORA47,0,2
SNORA48,0,0
SNORA48B,0,0
SNORA49,0,0
SNORA50A,11,14
SNORA50B,0,0
SNORA50C,0,0
SNORA50D,0,0
SNORA51,0,0
SNORA52,0,0
SNORA53,0,3
SNORA54,6,21
SNORA55,0,1
SNORA56,0,0
SNORA57,0,0
SNORA58,1,0
SNORA58B,0,0
SNORA59A,9,2
SNORA59B,0,0
SNORA5A,0,4
SNORA5B,0,0
SNORA5C,6,5
SNORA6,0,0
SNORA60,0,0
SNORA61,0,0
SNORA62,0,0
SNORA63,0,0
SNORA63B,0,0
SNORA63C,0,0
SNORA63D,0,0
SNORA63E,0,0
SNORA64,0,0
SNORA65,4,0
SNORA66,6,14
SNORA67,0,0
SNORA68,0,0
SNORA68B,0,0
SNORA69,0,0
SNORA70,0,0
SNORA70B,1,0
SNORA70C,0,0
SNORA70D,0,0
SNORA70E,2,0
SNORA70F,0,0
SNORA70G,45,68
SNORA70H,0,0
SNORA70I,0,0
SNORA70J,0,0
SNORA71A,0,0
SNORA71B,12,15
SNORA71C,0,0
SNORA71D,0,0
SNORA71E,0,0
SNORA72,0,0
SNORA73A,0,0
SNORA73B,3,5
SNORA74A,1,0
SNORA74B,0,0
SNORA74C-1,4,5
SNORA74C-2,3,6
SNORA74D,0,2
SNORA75,1,10
SNORA75B,0,0
SNORA77,0,0
SNORA77B,0,0
SNORA78,0,0
SNORA79,1,0
SNORA79B,0,0
SNORA7A,0,0
SNORA7B,0,2
SNORA8,0,0
SNORA80A,3,2
SNORA80B,0,0
SNORA80C,0,0
SNORA80D,1,0
SNORA80E,3,1
SNORA81,0,0
SNORA84,4,3
SNORA9,0,0
SNORA9B,0,0
SNORC,1,0
SNORD10,0,0
SNORD100,3,6
SNORD101,0,1
SNORD102,0,0
SNORD104,12,16
SNORD105,0,0
SNORD105B,1,0
SNORD107,0,0
SNORD108,0,0
SNORD109A,0,0
SNORD109B,0,0
SNORD11,1,0
SNORD110,0,0
SNORD111,1,0
SNORD111B,0,0
SNORD112,0,0
SNORD113-1,0,0
SNORD113-2,0,0
SNORD113-3,0,0
SNORD113-4,0,0
SNORD113-5,0,3
SNORD113-6,0,0
SNORD113-7,0,0
SNORD113-8,0,0
SNORD113-9,0,0
SNORD114-1,0,0
SNORD114-10,0,0
SNORD114-11,0,0
SNORD114-12,0,0
SNORD114-13,0,0
SNORD114-14,0,0
SNORD114-15,0,0
SNORD114-16,0,0
SNORD114-17,0,0
SNORD114-18,0,0
SNORD114-19,0,0
SNORD114-2,0,0
SNORD114-20,0,0
SNORD114-21,0,0
SNORD114-22,0,0
SNORD114-23,0,0
SNORD114-24,0,0
SNORD114-25,0,0
SNORD114-26,0,0
SNORD114-27,0,0
SNORD114-28,0,0
SNORD114-29,0,0
SNORD114-3,0,0
SNORD114-30,0,0
SNORD114-31,0,0
SNORD114-4,0,0
SNORD114-5,0,0
SNORD114-6,0,0
SNORD114-7,0,0
SNORD114-9,0,0
SNORD115-1,0,0
SNORD115-10,0,0
SNORD115-11,0,0
