gene_symbol,T8.M.Sp#1,T8.M.Sp#2,T8.M.Sp#3
AU016765,0,0,0
AU017674,0,0,0
AU018091,0,1,0
AU019823,85,198,81
AU019990,0,3,2
AU020206,218,676,197
AU021092,0,0,1
AU022133,0,0,0
AU022252,72,182,62
AU022751,0,0,0
AU022754,0,0,0
AU023070,0,0,0
AU023762,0,0,0
AU040320,79,165,60
AU040972,0,1,1
AU041133,42,136,64
Auh,158,332,123
Aunip,0,0,1
Aup1,325,632,237
Aurka,5,18,3
Aurkaip1,228,455,148
Aurkb,1,13,12
Aurkc,0,0,0
Auts2,9,50,14
AV026068,0,0,1
AV039307,3,6,0
AV064505,0,0,0
AV099323,3,1,0
AV320801,0,0,0
AV356131,2,9,0
Aven,39,83,29
Avil,0,1,1
Avl9,111,205,81
Avp,0,0,0
Avpi1,28,30,12
Avpr1a,0,0,0
Avpr1b,0,0,0
Avpr2,7,39,13
AW011738,43,90,51
AW046200,7,3,9
AW047730,0,0,0
AW112010,1251,1820,721
AW121686,0,0,0
AW146154,34,138,68
AW209491,81,167,64
AW495222,0,0,0
AW549877,359,840,387
AW551984,0,0,0
AW554918,32,87,43
AW822073,0,0,1
AW822252,0,0,0
Awat1,0,0,0
Awat2,0,16,0
Axdnd1,3,3,5
Axin1,63,124,80
Axin2,5,28,8
Axl,20,36,25
AY036118,0,0,0
AY074887,0,0,0
AY358078,0,1,0
AY512915,0,0,0
AY512931,0,0,0
AY702102,0,0,0
AY702103,0,0,0
AY761184,0,0,0
AY761185,0,0,0
Aym1,0,0,0
Azgp1,0,0,0
Azi2,451,901,381
Azin1,287,708,319
Azin2,0,0,0
B020004C17Rik,0,2,0
B020004J07Rik,0,0,0
B020011L13Rik,0,0,0
B020014A21Rik,0,0,0
B020017C02Rik,0,0,0
B020018J22Rik,0,0,0
B020031H02Rik,0,0,0
B020031M17Rik,0,0,0
B130006D01Rik,96,177,50
B130011K05Rik,0,0,0
B130021K23Rik,33,56,24
B130024G19Rik,0,0,0
B130034C11Rik,23,11,11
B130046B21Rik,16,9,10
B130055M24Rik,56,139,78
B230104I21Rik,0,0,0
B230110C06Rik,1,0,0
B230110G15Rik,0,0,0
B230112G18Rik,0,0,2
B230112I24Rik,0,0,0
B230112J18Rik,0,0,0
B230118H07Rik,0,10,0
B230119M05Rik,0,0,0
B230206H07Rik,0,0,0
B230206I08Rik,0,0,0
B230206L02Rik,0,0,0
B230207O21Rik,0,0,0
B230208B08Rik,0,0,0
B230208H11Rik,1,5,0
B230209E15Rik,0,0,0
B230216N24Rik,24,43,24
B230217C12Rik,0,0,0
B230217J21Rik,0,0,0
B230217O12Rik,22,32,17
B230219D22Rik,225,373,210
B230303A05Rik,0,0,0
B230303O12Rik,8,3,3
B230307C23Rik,52,71,34
B230311B06Rik,0,0,0
B230312C02Rik,0,0,0
B230317F23Rik,18,40,3
B230319C09Rik,5,1,0
B230322F03Rik,2,0,0
B230323A14Rik,0,0,0
B230334C09Rik,0,11,5
B230344G16Rik,0,0,0
B230354K17Rik,20,99,34
B230359F08Rik,0,5,2
B230364G03Rik,0,0,0
B230369F24Rik,6,15,3
B230377A18Rik,0,0,0
B230398E01Rik,0,0,0
B2m,12194,17384,8206
B330016D10Rik,0,1,0
B3galnt1,0,0,0
B3galnt2,225,569,265
B3galt1,0,0,0
B3galt2,28,25,13
B3galt4,105,189,68
B3galt5,2,10,3
B3galt6,36,54,22
B3gat1,0,0,0
B3gat2,3,28,11
B3gat3,23,79,40
B3glct,6,54,10
B3gnt2,8,17,7
B3gnt3,7,27,10
B3gnt4,1,0,0
B3gnt5,119,234,95
B3gnt6,2,0,0
B3gnt7,0,0,0
B3gnt8,1,7,2
B3gnt9,14,38,11
B3gntl1,62,150,58
B430010I23Rik,0,0,0
B430119L08Rik,0,0,0
B430203G13Rik,0,0,3
B430212C06Rik,3,10,2
B430218F22Rik,0,0,0
B430219N15Rik,0,0,0
B430305J03Rik,0,0,0
B430306N03Rik,34,21,11
B430319F04Rik,0,1,1
B430319H21Rik,0,0,0
B4galnt1,1523,3270,1172
B4galnt2,0,0,1
B4galnt3,0,0,1
B4galnt4,1,0,0
B4galt1,674,1359,501
B4galt2,0,0,0
B4galt3,97,261,104
B4galt4,0,1,0
B4galt5,8,45,8
B4galt6,0,0,0
B4galt7,139,362,135
B4gat1,70,89,51
B530045E10Rik,0,0,1
B630019A10Rik,10,10,3
B630019K06Rik,0,0,0
B830012L14Rik,0,0,0
B830042I05Rik,0,0,0
B930018H19Rik,0,0,0
B930025P03Rik,0,0,0
B930036N10Rik,1,0,1
B930082K07Rik,0,0,0
B930086L07Rik,0,0,0
B930092H01Rik,0,0,0
B930094E09Rik,0,1,0
B930095G15Rik,0,14,2
B9d1,4,1,1
B9d1os,0,0,0
B9d2,62,96,26
Baalc,0,0,0
Baat,0,0,0
Babam1,171,324,132
Babam2,190,420,157
Bace1,140,263,109
Bace2,0,0,0
Bach1,28,63,24
Bach2,197,322,180
Bach2it1,2,31,13
Bach2os,7,27,5
Bad,42,76,34
Bag1,21,48,24
Bag2,18,39,19
Bag3,8,9,4
Bag4,18,33,34
Bag5,184,265,119
Bag6,29,56,42
Bahcc1,0,0,0
Bahd1,13,46,24
Baiap2,107,196,59
Baiap2l1,2,14,7
Baiap2l2,0,4,0
Baiap3,128,433,104
Bak1,4,2,0
Bambi,2,4,0
Bambi-ps1,107,218,96
Banf1,319,469,197
Banf2,0,0,0
Banf2os,0,0,0
Bank1,4,28,8
Banp,102,269,105
Bap1,257,556,275
Bard1,6,7,13
Barhl1,0,0,0
Barhl2,0,0,0
Barx1,0,0,1
Barx2,0,0,0
Basp1,0,5,2
Batf,81,187,81
Batf2,0,0,0
Batf3,0,0,0
Bax,125,217,98
Baz1a,176,327,149
Baz1b,148,447,180
Baz2a,186,571,217
Baz2b,120,284,156
BB014433,0,0,0
BB019430,0,2,0
BB031773,0,0,0
BB123696,0,0,0
BB187690,0,0,0
BB218582,0,0,0
BB287469,0,0,0
BB365896,0,0,0
BB557941,0,0,0
Bbc3,2,7,6
Bbip1,205,319,123
Bbof1,4,9,1
Bbox1,0,0,0
Bbs1,0,7,3
Bbs10,3,31,14
Bbs12,7,35,27
Bbs2,33,79,23
Bbs4,59,106,31
Bbs5,0,0,0
Bbs7,9,16,1
Bbs9,119,203,112
Bbx,209,474,238
BC001981,0,0,0
BC002059,132,242,86
BC002163,2,5,7
BC002189,1,0,0
BC003331,105,161,100
BC003965,164,333,152
BC004004,155,271,113
BC005537,308,682,329
BC005561,47,63,49
BC005624,78,227,72
BC006965,0,0,2
BC016548,0,0,0
BC016579,0,0,0
BC017158,13,29,18
BC017643,346,680,274
BC018473,0,0,0
BC021767,0,0,0
BC022687,1,0,0
BC022960,0,0,0
BC023105,0,0,0
BC023719,0,0,0
BC024139,0,0,0
BC024386,0,0,0
BC024978,77,157,51
BC025446,0,0,0
BC025920,10,11,2
BC026585,13,0,2
BC026762,0,0,0
BC027072,0,0,0
BC028471,0,0,0
BC028528,1,0,0
BC028777,0,0,0
BC029722,45,115,47
BC030336,68,81,54
BC030343,0,0,0
BC030499,0,7,1
BC030500,0,0,0
BC030867,1,8,2
BC030870,0,0,0
BC031181,201,355,200
BC034090,4,3,3
BC035044,13,60,14
BC035947,0,0,0
BC037032,1,0,2
BC037034,2,3,4
BC037039,0,0,0
BC037156,0,0,0
BC039771,0,1,0
BC039966,0,0,0
BC042761,0,0,0
BC043934,126,239,112
BC046251,0,0,0
BC046401,11,24,5
BC048403,8,24,10
BC048502,0,0,0
BC048507,0,0,0
BC048559,0,3,0
BC048562,0,0,0
BC048644,1,1,0
BC048671,0,0,0
BC048679,0,0,0
BC049352,1,4,1
BC049715,7,14,6
BC049730,0,0,0
BC049739,0,0,0
BC049762,0,1,0
BC049987,0,0,0
BC050972,0,0,0
BC051019,0,4,1
BC051076,0,0,0
BC051077,0,0,0
BC051142,0,0,0
BC051226,2,2,3
BC051537,2,11,3
BC051665,0,0,0
BC052040,10,35,33
BC053393,0,0,0
BC055308,6,6,8
BC055324,19,45,17
BC055402,0,0,0
BC060293,0,13,0
BC061195,0,0,0
BC061212,0,0,0
BC061237,0,0,0
BC064078,3,6,3
BC065397,16,44,46
BC065403,0,0,0
BC067074,0,3,0
BC080695,0,0,0
BC080696,0,0,0
BC085271,1,2,1
Bc1-ps1,0,0,0
BC100530,0,0,0
BC106175,0,0,0
BC106179,12,17,15
BC107364,0,0,0
BC117090,0,0,0
BC147527,229,398,224
Bcam,2,0,0
Bcan,0,0,0
Bcap29,408,744,403
Bcap31,386,667,296
Bcar1,0,0,0
Bcar3,0,0,1
Bcas1,0,3,3
Bcas1os1,0,0,0
Bcas1os2,0,0,0
Bcas2,420,916,482
Bcas3,119,268,120
Bcas3os1,15,48,33
Bcas3os2,0,3,1
Bcat1,9,25,17
Bcat2,71,156,81
Bccip,263,544,243
Bcdin3d,53,97,56
Bche,0,0,0
Bckdha,44,78,29
Bckdhb,12,22,13
Bckdk,198,354,163
Bcl10,251,562,247
Bcl11a,2,0,0
Bcl11b,603,1190,527
Bcl2,1047,1411,914
Bcl2a1a,0,0,0
Bcl2a1b,3,15,7
Bcl2a1c,0,0,0
Bcl2a1d,1,1,0
Bcl2l1,52,156,40
Bcl2l10,0,0,0
Bcl2l11,163,417,199
Bcl2l12,15,26,24
Bcl2l13,184,347,181
Bcl2l14,0,10,8
Bcl2l15,0,0,0
Bcl2l2,4,10,4
Bcl3,8,20,11
Bcl6,14,25,2
Bcl6b,9,9,2
Bcl7a,39,103,36
Bcl7b,209,481,163
Bcl7c,3,15,2
Bcl9,48,47,52
Bcl9l,299,525,205
Bclaf1,981,2130,969
Bclaf3,91,163,84
Bco1,1,0,0
Bco2,0,0,0
Bcor,89,323,105
Bcorl1,2,26,16
Bcr,7,42,11
Bcs1l,37,80,34
Bdh1,53,108,38
Bdh2,0,0,0
Bdkrb1,5,1,0
Bdkrb2,0,0,0
Bdnf,0,0,0
Bdp1,201,430,237
BE692007,500,973,527
Bean1,1,0,0
Becn1,421,802,285
Begain,0,0,0
Bend3,25,51,30
Bend4,237,396,176
Bend5,30,32,15
Bend6,12,14,3
Bend7,0,1,0
Best1,3,2,0
Best2,0,0,0
Best3,0,0,0
Best4-ps,0,0,0
Bet1,79,152,79
Bet1l,115,228,106
Bex1,1,0,0
Bex2,0,0,1
Bex3,41,106,39
Bex4,0,0,0
Bex6,0,0,0
Bfar,288,581,201
Bfsp1,1,0,0
Bfsp2,0,2,0
Bglap,0,0,0
Bglap2,0,0,0
Bglap3,0,0,0
Bgn,0,0,0
Bhlha15,1,15,2
Bhlha9,0,0,0
Bhlhb9,145,208,113
Bhlhe22,0,0,0
Bhlhe23,0,0,0
Bhlhe40,0,19,0
Bhlhe41,0,2,0
Bhmt,0,0,0
Bhmt-ps1,0,0,0
Bhmt2,0,0,0
Bicc1,0,0,0
Bicd1,0,3,0
Bicd2,64,203,93
Bicdl1,101,165,52
Bicdl2,2,0,0
Bicra,63,112,57
Bicral,33,95,39
Bid,121,280,131
Bik,8,5,5
Bin1,369,666,265
Bin2,1488,3045,1164
Bin3,230,360,145
Birc2,362,678,313
Birc3,253,444,193
Birc5,0,10,27
Birc6,977,2200,960
Birc7,0,0,0
Bivm,34,90,21
Blcap,61,114,41
Blk,0,1,0
Blm,38,100,77
Blmh,285,518,287
Blnk,0,1,0
Bloc1s1,80,62,34
Bloc1s2,58,173,62
Bloc1s2-ps,2,0,0
Bloc1s3,0,8,0
Bloc1s4,12,17,6
Bloc1s5,30,128,59
Bloc1s6,123,249,139
Bloc1s6os,0,0,0
Bloodlinc,0,0,0
Blvra,106,165,79
Blvrb,17,21,16
Blzf1,72,120,59
Bmf,7,8,2
Bmi1,31,66,23
Bmp1,0,1,0
Bmp10,0,0,0
Bmp15,0,0,0
Bmp2,0,0,0
Bmp2k,36,40,16
Bmp3,0,0,0
Bmp4,0,0,0
Bmp5,0,0,0
Bmp6,0,0,0
Bmp7,0,0,4
Bmp8a,0,2,0
Bmp8b,7,6,3
Bmper,0,0,0
Bmpr1a,8,1,5
Bmpr1b,0,0,0
Bmpr2,26,29,25
Bms1,248,623,254
Bmt2,77,147,40
Bmx,0,0,0
Bmyc,34,45,16
Bnc1,0,0,0
Bnc2,0,0,0
Bnip1,59,136,77
Bnip2,366,822,330
Bnip3,13,3,6
Bnip3l,605,1300,398
Bnip3l-ps,2,7,1
Bnipl,0,2,1
Boc,0,0,0
Bod1,18,11,3
Bod1l,296,597,264
Bok,0,0,0
Bola1,35,66,22
Bola2,73,110,62
Bola3,72,79,59
Boll,0,10,6
Bop1,292,698,243
Bora,63,100,53
Borcs5,94,109,59
Borcs6,1,3,1
Borcs7,27,52,25
Borcs8,78,185,69
Bpgm,98,109,66
Bphl,56,133,40
Bpi,0,2,0
Bpifa1,0,0,0
Bpifa2,0,0,0
Bpifa3,0,0,0
Bpifa5,0,0,0
Bpifa6,0,0,0
Bpifb1,0,0,0
Bpifb2,0,0,0
Bpifb3,0,0,0
Bpifb4,0,0,0
Bpifb5,0,0,0
Bpifb6,0,0,0
Bpifb9a,0,0,0
Bpifb9b,0,0,0
Bpifc,0,1,0
Bpnt1,55,84,66
Bptf,534,965,564
Braf,172,358,137
Brap,64,175,62
Brat1,203,378,159
Brca1,10,31,16
Brca2,20,72,24
Brcc3,162,347,216
Brd1,192,384,137
Brd2,567,997,353
Brd3,315,571,233
Brd3os,0,1,0
Brd4,310,607,205
Brd7,191,464,176
Brd8,367,692,330
Brd9,169,441,221
Brdt,4,7,0
Brf1,176,299,142
Brf2,18,27,15
Bri3,8,6,0
Bri3bp,52,80,40
Bricd5,0,0,0
Brinp1,0,0,0
Brinp2,0,0,0
Brinp3,0,0,0
Brip1,3,18,22
Brip1os,63,99,53
Brix1,284,459,222
Brk1,386,604,302
Brms1,116,235,130
Brms1l,92,184,91
Brox,110,272,126
Brpf1,66,183,87
Brpf3,9,26,17
Brs3,0,2,0
Brsk1,0,0,0
Brsk2,11,4,2
Brwd1,395,657,324
Brwd3,54,90,74
Bscl2,258,539,201
Bsdc1,77,200,100
Bsg,343,694,315
Bsn,6,13,2
Bsnd,0,0,0
Bsph1,0,0,0
Bsph2,0,0,0
Bsph2-ps,0,0,0
Bspry,0,0,4
Bst1,0,2,0
Bst2,185,279,101
Bsx,0,0,0
Btaf1,138,236,144
Btbd1,37,74,26
Btbd10,64,138,62
Btbd11,97,201,100
Btbd16,2,5,0
Btbd17,0,0,4
Btbd18,0,2,0
Btbd19,115,188,109
Btbd2,20,33,25
Btbd3,0,0,0
Btbd35f1,0,0,0
Btbd35f10,0,0,0
Btbd35f11,0,0,0
Btbd35f12,0,0,0
Btbd35f13,0,0,0
Btbd35f14,0,0,0
Btbd35f15,0,0,0
Btbd35f16,0,0,0
Btbd35f17,0,0,0
Btbd35f18,0,0,0
Btbd35f19,0,0,0
Btbd35f2,0,0,0
Btbd35f20,0,0,0
Btbd35f21,0,0,0
Btbd35f22,0,0,0
Btbd35f23,0,0,0
Btbd35f24,0,0,0
Btbd35f25,0,0,0
Btbd35f26,0,0,0
Btbd35f27,0,0,0
Btbd35f28,0,0,0
Btbd35f29,0,0,0
Btbd35f3,0,0,0
Btbd35f30,0,0,0
Btbd35f4,0,0,0
Btbd35f5,0,0,0
Btbd35f6,0,0,0
Btbd35f7,0,0,0
Btbd35f8,0,0,0
Btbd35f9,0,0,0
Btbd6,55,90,43
Btbd7,107,333,128
Btbd9,150,367,141
Btc,2,2,3
Btd,38,67,24
Btf3,352,613,306
Btf3l4,71,91,56
Btg1,443,805,357
Btg1-ps1,0,0,0
Btg1-ps2,0,0,0
Btg2,685,1378,507
Btg3,7,10,8
Btg4,0,0,0
Btk,0,1,2
Btla,225,389,207
Btn1a1,0,0,0
Btn2a2,0,0,0
Btnl1,0,0,0
Btnl10,0,0,0
Btnl2,0,0,3
Btnl4,0,0,0
Btnl5-ps,0,0,0
Btnl6,0,0,0
Btnl7-ps,2,7,3
Btnl9,0,0,0
Btrc,107,164,98
Bub1,3,3,8
Bub1b,16,20,38
Bub3,429,993,414
Bud13,60,121,53
Bud23,146,275,131
Bud31,194,330,132
Bves,0,0,0
Bvht,0,0,0
BX530055.1,0,0,0
BX649293.1,0,0,0
Bysl,123,248,145
Bzw1,1030,2299,978
Bzw2,426,877,395
C030005K06Rik,7,10,5
C030005K15Rik,0,0,0
C030006N10Rik,0,0,0
C030007H22Rik,0,0,0
C030010L15Rik,0,0,0
C030013C21Rik,0,0,0
C030014I23Rik,0,3,0
C030015A19Rik,15,5,4
C030015E24Rik,0,0,0
C030017D09Rik,0,0,0
C030017G13Rik,21,25,18
C030018K13Rik,1,4,3
C030029H02Rik,2,6,3
C030032O16Rik,0,4,0
C030034I22Rik,16,40,31
C030034L19Rik,3,0,2
C030037D09Rik,0,10,7
C030037F17Rik,0,0,0
C030038I04Rik,0,0,0
C030047K22Rik,0,0,0
C130012C08Rik,0,0,0
C130013H08Rik,8,8,16
C130021I20Rik,0,0,0
C130023A14Rik,0,0,0
C130026I21Rik,0,1,0
C130026L21Rik,0,0,0
C130032M10Rik,0,0,0
C130036L24Rik,104,187,90
C130046K22Rik,2,9,2
C130050O18Rik,0,0,0
C130060C02Rik,0,0,0
C130060K24Rik,0,0,0
C130071C03Rik,0,0,0
C130073E24Rik,0,0,0
C130073F10Rik,0,0,0
C130074G19Rik,0,0,0
C130075A20Rik,0,0,0
C130079G13Rik,0,0,0
C130080G10Rik,0,0,0
C130083A15Rik,11,11,6
C130083M11Rik,0,1,0
C130089K02Rik,117,143,106
C130093G08Rik,0,0,0
C1d,235,420,171
C1galt1,88,139,84
C1galt1c1,47,130,66
C1qa,0,7,7
C1qb,2,27,23
C1qbp,468,966,458
C1qc,0,1,2
C1ql1,0,0,0
C1ql2,0,0,0
C1ql3,0,0,0
C1ql4,0,0,0
C1qtnf1,0,0,0
C1qtnf12,3,7,4
C1qtnf2,0,0,0
C1qtnf3,5,0,0
C1qtnf4,7,1,0
C1qtnf5,0,0,0
C1qtnf6,1,4,0
C1qtnf7,0,0,0
C1qtnf9,0,0,1
C1ra,0,0,0
C1rb,0,0,0
C1rl,0,0,0
C1s1,0,0,0
C1s2,0,0,0
C2,1,0,0
C230004F18Rik,0,0,0
C230012O17Rik,0,0,0
C230014O12Rik,0,0,0
C230021G24Rik,0,0,0
C230024C17Rik,0,0,1
C230029F24Rik,0,0,0
C230031I18Rik,0,0,0
C230034O21Rik,0,0,0
C230035I16Rik,0,0,0
C230037L18Rik,12,23,6
C230038L03Rik,0,0,0
C230053D17Rik,2,11,3
C230057A21Rik,0,0,0
C230057M02Rik,0,0,0
C230062I16Rik,26,25,19
C230066G23Rik,26,51,32
C230071H17Rik,25,60,19
C230072F16Rik,0,0,0
C230079O03Rik,0,0,0
C230085N15Rik,985,2056,939
C230088H06Rik,0,0,0
C230096K16Rik,9,19,11
C230099D08Rik,0,0,0
C2cd2,20,19,8
C2cd2l,11,39,6
C2cd3,150,492,229
C2cd4a,0,0,0
C2cd4b,0,0,0
C2cd4c,0,0,0
C2cd4d,0,0,0
C2cd5,225,539,260
C2cd6,0,0,0
C2cd6b,0,0,0
C3,0,0,1
C330002G04Rik,0,0,0
C330004P14Rik,0,0,0
C330007P06Rik,71,143,67
C330011M18Rik,3,11,5
C330013E15Rik,1,3,3
C330018A13Rik,0,0,0
C330018D20Rik,51,102,53
C330019F10Rik,0,0,0
C330021F23Rik,0,0,0
C330022C24Rik,0,0,0
C330024D21Rik,0,0,0
C330027C09Rik,23,18,4
C3ar1,1,0,0
C430002N11Rik,0,0,0
C430014B12Rik,3,0,2
C430019N01Rik,0,6,4
C430039J01Rik,0,20,2
C430039J16Rik,0,0,0
C430042M11Rik,10,16,6
C430049B03Rik,0,0,0
C430049E01Rik,0,0,0
C4a,5,1,1
C4b,0,1,0
C4bp,0,1,0
C4bp-ps1,0,0,0
C530005A16Rik,2,17,3
C530008M17Rik,4,2,4
C530025M09Rik,0,0,0
C530043A13Rik,0,0,0
C530043K16Rik,0,5,1
C530044C16Rik,0,0,0
C530050E15Rik,275,436,340
C5ar1,0,0,0
C5ar2,0,0,0
C6,0,7,0
C630004L07Rik,0,0,0
C630004M23Rik,3,6,1
C630028M04Rik,0,0,0
C630031E19Rik,0,0,0
C630043F03Rik,0,6,0
C630050I24Rik,0,2,0
C7,0,0,0
C730027H18Rik,0,0,0
C730034F03Rik,16,29,17
C730036E19Rik,0,0,0
C730045M19Rik,26,32,14
C77080,1,0,1
C78197,1,10,6
C78283,0,0,0
C78334,0,0,0
C78859,0,0,0
C79130,0,0,0
C79798,0,0,0
C820005J03Rik,0,0,0
C86187,0,0,0
C87198,0,0,0
C87414,0,0,0
C87436,145,215,132
C87499,1,0,0
C87977,0,0,0
C8a,0,0,0
C8b,0,0,0
C8g,19,16,3
C9,0,5,0
C920006O11Rik,21,44,16
C920008G01Rik,0,0,0
C920009B18Rik,86,161,71
C920021L13Rik,3,4,4
CAAA01052029.1,0,0,0
CAAA01064564.1,0,0,0
CAAA01066804.1,0,0,0
CAAA01090811.1,0,0,0
CAAA01090905.1,0,0,0
CAAA01098150.1,0,0,0
CAAA01118383.1,6,7,1
CAAA01119292.1,0,0,0
CAAA01125382.3,0,0,0
CAAA01125382.4,0,0,0
CAAA01139602.1,0,0,0
CAAA01147332.1,0,0,0
CAAA01165726.1,0,0,0
CAAA01194877.1,218,339,177
CAAA01205117.1,0,0,0
CAAA01205117.2,0,0,0
CAAA01216754.1,0,0,0
CAAA01216754.4,0,0,0
CAAA01216754.6,0,0,0
Caap1,23,45,13
Cab39,225,446,211
Cab39l,289,616,242
Cabcoco1,0,1,1
Cabin1,234,636,245
Cables1,0,0,1
Cables2,26,37,36
Cabp1,0,0,0
Cabp2,0,0,0
Cabp4,0,0,0
Cabp5,0,0,0
Cabp7,0,0,0
Cabs1,0,0,0
Cabyr,0,1,1
Cacfd1,139,275,89
Cachd1,0,0,0
Cacna1a,27,57,24
Cacna1b,0,0,0
Cacna1c,3,0,4
Cacna1d,4,7,5
Cacna1e,0,0,0
Cacna1f,0,0,0
Cacna1g,0,5,0
Cacna1h,0,0,0
Cacna1i,0,0,0
Cacna1s,0,0,1
Cacna2d1,0,0,0
Cacna2d2,1,0,0
Cacna2d3,0,0,0
Cacna2d4,52,83,49
Cacnb1,4,9,3
Cacnb2,2,4,0
Cacnb3,2,0,0
Cacnb4,5,17,6
Cacng1,0,0,0
Cacng2,0,0,0
Cacng3,1,0,0
Cacng4,0,0,0
Cacng5,0,0,0
Cacng6,0,0,0
Cacng7,0,0,0
Cacng8,0,0,0
Cactin,25,107,24
Cacul1,44,151,54
Cacybp,378,740,332
Cad,138,363,136
Cadm1,3,0,2
Cadm2,0,0,0
Cadm3,2,0,0
Cadm4,0,0,0
Cadps,0,0,0
Cadps2,0,2,0
Cage1,7,5,5
Calb1,0,0,0
Calb2,0,0,0
Calca,0,0,0
Calcb,0,0,0
Calcoco1,56,125,49
Calcoco2,0,0,0
Calcr,0,0,0
Calcrl,202,364,174
Cald1,0,0,0
Calhm1,0,0,0
Calhm2,36,123,56
Calhm3,0,0,0
Calm1,2552,4192,1680
Calm2,626,1070,528
Calm3,45,78,47
Calm4,0,0,0
Calm5,0,0,0
Calml3,0,0,0
Calml4,0,8,6
Caln1,0,2,0
Calr,271,637,340
Calr-ps,0,0,0
Calr3,6,3,2
Calr4,0,0,0
Calu,312,787,324
Caly,0,0,1
Camk1,10,19,1
Camk1d,193,424,179
Camk1g,0,1,0
Camk2a,0,1,1
Camk2b,23,67,10
Camk2d,136,357,178
Camk2g,275,695,261
Camk2n1,6,2,0
Camk2n2,0,0,0
Camk4,579,975,515
Camkk1,14,58,21
Camkk2,33,48,27
Camkmt,17,15,8
Camkv,0,0,0
Caml,91,185,86
Camp,0,0,0
Camsap1,27,66,17
Camsap2,53,80,61
Camsap3,0,0,0
Camta1,17,59,28
Camta2,54,170,51
Cand1,121,207,98
Cand2,35,79,28
Cant1,189,333,148
Canx,1432,2811,1418
Cap1,220,609,214
Cap2,3,3,0
Capg,59,91,42
Capn1,52,99,44
Capn10,39,28,10
Capn11,0,0,8
Capn12,0,3,1
Capn13,0,4,0
Capn15,49,135,35
Capn2,106,363,121
Capn3,7,31,26
Capn5,0,0,0
Capn6,0,0,0
Capn7,342,636,387
Capn8,1,0,5
Capn9,0,0,0
Capns1,46,99,69
Capns2,0,0,0
Caprin1,1204,2924,1166
Caprin2,28,76,17
Caps2,0,3,0
Capsl,0,0,6
Capza1,305,728,303
Capza2,1475,2620,1097
Capza3,0,0,0
Capzb,1211,2247,1015
Car1,0,0,0
Car10,0,0,0
Car11,3,1,0
Car12,20,94,32
Car13,0,0,0
Car14,0,1,1
Car15,0,4,0
Car2,21,231,43
Car3,0,0,0
Car4,0,0,0
Car5a,0,0,0
Car5b,5,23,2
Car6,0,0,0
Car7,16,33,18
Car8,0,0,0
Car9,0,0,4
Card10,0,0,0
Card11,406,870,343
Card14,1,2,0
Card19,36,22,20
Card6,284,542,268
Card9,5,18,5
Carf,29,86,65
Carhsp1,12,72,14
Carlr,0,0,0
Carm1,32,66,36
Carmil1,0,5,1
Carmil2,54,104,82
Carmil3,4,2,0
Carmn,0,0,0
Carnmt1,4,7,5
Carns1,52,138,43
Cars,105,187,90
Cars2,77,136,61
Cartpt,0,0,0
Casc1,5,4,0
Casc3,38,65,59
Casc4,60,66,36
Casd1,56,103,73
Cask,4,6,6
Caskin1,0,3,0
Caskin2,8,0,0
Casp1,7,55,9
Casp12,0,0,0
Casp14,0,0,0
Casp16-ps,0,0,0
Casp2,243,752,301
Casp3,27,194,39
Casp4,0,22,5
Casp6,128,209,75
Casp7,53,107,32
Casp8,559,1124,454
Casp8ap2,204,613,190
Casp9,42,64,25
Casq1,1,0,0
Casq2,0,0,0
Casr,1,0,0
Cass4,0,9,0
Cast,659,1394,605
Casz1,7,9,7
Cat,343,836,333
Catip,0,0,0
Catsper1,0,0,0
Catsper2,11,14,13
Catsper3,0,0,0
Catsper4,0,0,0
Catsperb,0,0,0
Catsperd,2,0,0
Catspere1,0,0,0
Catsperg1,0,4,0
Catsperg2,0,0,0
Catsperz,0,0,0
Cav1,0,0,0
Cav2,0,0,0
Cav3,0,0,0
Cavin1,0,0,0
Cavin2,0,2,0
Cavin3,0,0,0
Cavin4,0,0,0
Cbarp,3,22,14
Cbfa2t2,116,224,101
Cbfa2t2-ps1,0,0,0
Cbfa2t3,1,1,0
Cbfb,191,296,166
Cbl,624,1112,600
Cblb,217,657,257
Cblc,0,0,0
Cbll1,40,141,34
Cbln1,0,0,0
Cbln2,0,0,0
Cbln3,1,0,0
Cbln4,0,0,0
Cbr1,117,154,79
Cbr2,0,0,0
Cbr3,0,2,0
Cbr4,26,69,36
Cbs,1,1,0
Cbwd1,13,54,27
Cbx1,110,210,120
Cbx2,13,13,11
Cbx3,209,386,151
Cbx3-ps1,0,0,0
Cbx3-ps2,0,0,0
Cbx3-ps3,0,0,0
Cbx3-ps4,0,0,0
Cbx3-ps5,0,0,0
Cbx3-ps6,0,0,0
Cbx3-ps7,0,0,0
Cbx3-ps8,0,1,0
Cbx4,44,130,74
Cbx5,101,259,118
Cbx6,52,121,58
Cbx7,118,239,108
Cbx8,56,87,35
Cby1,33,44,15
Cby3,0,0,0
Cc2d1a,38,114,49
Cc2d1b,216,437,170
Cc2d2a,7,2,0
Cc2d2b,0,0,0
Ccar1,493,1216,515
Ccar2,176,411,189
Ccbe1,0,0,0
Ccdc102a,15,11,11
Ccdc103,0,0,0
Ccdc105,0,0,0
Ccdc106,0,0,1
Ccdc107,92,170,92
Ccdc110,0,0,0
Ccdc112,0,0,1
Ccdc113,0,0,0
Ccdc114,2,1,1
